LEBRON
Season,G,FG%,FT%,TRB,AST,PTS
2008-09,81,.489,.780,7.6,7.2,28.4
2009-10,76,.503,.767,7.3,8.6,29.7
2010-11,79,.510,.759,7.5,7.0,26.7
2011-12,62,.531,.771,7.9,6.2,27.1
2012-13,76,.565,.753,8.0,7.3,26.8
2013-14,77,.567,.750,6.9,6.3,27.1
2014-15,69,.488,.710,6.0,7.4,25.3
,,,,,,
4 seasons,294,.543,.758,7.6,6.7,26.9

Season,TRB,AST,PTS
2008-09,613,587,2304
2009-10,554,651,2258
2010-11,590,554,2111
2011-12,492,387,1683
2012-13,610,551,2036
2013-14,533,488,2089
2014-15,416,511,1743

Kevin Durant
Season,FG%,FT%,TRB,AST,PTS
2008-09,.476,.863,6.5,2.8,25.3
2009-10,.476,.900,7.6,2.8,30.1
2010-11,.462,.880,6.8,2.7,27.7
2011-12,.496,.860,8.0,3.5,28.0
2012-13,.510,.905,7.9,4.6,28.1
2013-14,.503,.873,7.4,5.5,32.0
2014-15,.510,.854,6.6,4.1,25.4

Season,TRB,AST,PTS
2008-09,482,205,1871
2009-10,623,231,2472
2010-11,533,214,2161
2011-12,527,231,1850
2012-13,640,374,2280
2013-14,598,445,2593
2014-15,178,110,686

MELO
Season,FG%,FT%,TRB,AST,PTS
2008-09,.443,.793,6.8,3.4,22.8
2009-10,.458,.830,6.6,3.2,28.2
2010-11,.455,.838,7.3,2.9,25.6
2011-12,.430,.804,6.3,3.6,22.6
2012-13,.449,.830,6.9,2.6,28.7
2013-14,.452,.848,8.1,3.1,27.4
2014-15,.444,.797,6.6,3.1,24.2

Season,TRB,AST,PTS
2008-09,450,222,1504
2009-10,454,222,1943
2010-11,563,221,1970
2011-12,344,200,1245
2012-13,460,171,1920
2013-14,622,242,2112
2014-15,264,122,966
